drug_id,protein_id,interaction
D07227,P07227,1
D07228,P07228,0
D07229,P07229,1
D07230,P07230,0
D07231,P07231,1
D07232,P07232,0
D07233,P07233,1
D07234,P07234,0
D07235,P07235,1
D07236,P07236,0
D07237,P07237,1
D07238,P07238,0
D07239,P07239,1
D07240,P07240,0
D07241,P07241,1
D07242,P07242,0
D07243,P07243,1
D07244,P07244,0
D07245,P07245,1
D07246,P07246,0
D07247,P07247,1
D07248,P07248,0
D07249,P07249,1
D07250,P07250,0
D07251,P07251,1
D07252,P07252,0
D07253,P07253,1
D07254,P07254,0
D07255,P07255,1
D07256,P07256,0
D07257,P07257,1
D07258,P07258,0
D07259,P07259,1
D07260,P07260,0
D07261,P07261,1
D07262,P07262,0
D07263,P07263,1
D07264,P07264,0
D07265,P07265,1
D07266,P07266,0
D07267,P07267,1
D07268,P07268,0
D07269,P07269,1
D07270,P07270,0
D07271,P07271,1
D07272,P07272,0
D07273,P07273,1
D07274,P07274,0
D07275,P07275,1
D07276,P07276,0
D07277,P07277,1
D07278,P07278,0
D07279,P07279,1
D07280,P07280,0
D07281,P07281,1
D07282,P07282,0
D07283,P07283,1
D07284,P07284,0
D07285,P07285,1
D07286,P07286,0
D07287,P07287,1
D07288,P07288,0
D07289,P07289,1
D07290,P07290,0
D07291,P07291,1
D07292,P07292,1
D07293,P07293,0
D07294,P07294,1
D07295,P07295,0
D07296,P07296,1
D07297,P07297,0
D07298,P07298,1
D07299,P07299,0
D07300,P07300,1
D07301,P07301,0
D07302,P07302,1
D07303,P07303,0
D07304,P07304,1
D07305,P07305,0
D07306,P07306,1
D07307,P07307,0
D07308,P07308,1
D07309,P07309,0
D07310,P07310,1
D07311,P07311,0
D07312,P07312,1
D07313,P07313,0
D07314,P07314,1
D07315,P07315,0
D07316,P07316,1
D07317,P07317,0
D07318,P07318,1
D07319,P07319,0
D07320,P07320,1
D07321,P07321,0
D07322,P07322,1
D07323,P07323,0
D07324,P07324,1
D07325,P07325,0
D07326,P07326,1
D07327,P07327,0
D07328,P07328,1
D07329,P07329,0
D07330,P07330,1
D07331,P07331,0
D07332,P07332,1
D07333,P07333,0
D07334,P07334,1
D07335,P07335,0
D07336,P07336,1
D07337,P07337,0
D07338,P07338,1
D07339,P07339,0
D07340,P07340,1
D07341,P07341,0
D07342,P07342,1
D07343,P07343,0
D07344,P07344,1
D07345,P07345,0
D07346,P07346,1
D07347,P07347,0
D07348,P07348,1
D07349,P07349,0
D07350,P07350,1
D07351,P07351,0
D07352,P07352,1
D07353,P07353,0
D07354,P07354,1
D07355,P07355,0
D07356,P07356,1
D07357,P07357,0
D07358,P07358,1
D07359,P07359,0
D07360,P07360,1
D07361,P07361,0
D07362,P07362,1
D07363,P07363,0
D07364,P07364,1
D07365,P07365,0
D07366,P07366,1
D07367,P07367,0
D07368,P07368,1
D07369,P07369,0
D07370,P07370,1
D07371,P07371,0
D07372,P07372,1
D07373,P07373,0
D07374,P07374,1
D07375,P07375,0
D07376,P07376,1
D07377,P07377,0
D07378,P07378,1
D07379,P07379,0
D07380,P07380,1
D07381,P07381,0
D07382,P07382,1
D07383,P07383,0
D07384,P07384,1
D07385,P07385,0
D07386,P07386,1
D07387,P07387,0
D07388,P07388,1
D07389,P07389,0
D07390,P07390,1
D07391,P07391,0
D07392,P07392,1
D07393,P07393,0
D07394,P07394,1
D07395,P07395,0
D07396,P07396,1
D07397,P07397,0
D07398,P07398,1
D07399,P07399,0
D07400,P07400,1
D07401,P07401,0
D07402,P07402,1
D07403,P07403,0
D07404,P07404,1
D07405,P07405,0
D07406,P07406,1
D07407,P07407,0
D07408,P07408,1
D07409,P07409,0
D07410,P07410,1
D07411,P07411,0
D07412,P07412,1
D07413,P07413,0
D07414,P07414,1
D07415,P07415,0
D07416,P07416,1
D07417,P07417,1
D07418,P07418,0
D07419,P07419,1
D07420,P07420,0
D07421,P07421,1
D07422,P07422,0
D07423,P07423,1
D07424,P07424,0
D07425,P07425,1
D07426,P07426,0
D07427,P07427,1
D07428,P07428,0
D07429,P07429,1
D07430,P07430,0
D07431,P07431,1
D07432,P07432,0
D07433,P07433,1
D07434,P07434,0
D07435,P07435,1
D07436,P07436,0
D07437,P07437,1
D07438,P07438,0
D07439,P07439,1
D07440,P07440,0
D07441,P07441,1
D07442,P07442,0
D07443,P07443,1
D07444,P07444,0
D07445,P07445,1
D07446,P07446,0
D07447,P07447,1
D07448,P07448,0
D07449,P07449,1
D07450,P07450,0
D07451,P07451,1
D07452,P07452,0
D07453,P07453,1
D07454,P07454,0
D07455,P07455,1
D07456,P07456,1
D07457,P07457,0
D07458,P07458,1
D07459,P07459,0
D07460,P07460,0
D07461,P07461,1
D07462,P07462,0
D07463,P07463,1
D07464,P07464,0
D07465,P07465,1
D07466,P07466,0
D07467,P07467,1
D07468,P07468,0
D07469,P07469,1
D07470,P07470,0
D07471,P07471,1
D07472,P07472,0
D07473,P07473,1
D07474,P07474,0
D07475,P07475,1
D07476,P07476,0
D07477,P07477,1
D07478,P07478,0
D07479,P07479,1
D07480,P07480,0
D07481,P07481,1
D07482,P07482,0
D07483,P07483,1
D07484,P07484,0
D07485,P07485,1
D07486,P07486,0
D07487,P07487,1
D07488,P07488,0
D07489,P07489,1
D07490,P07490,0
D07491,P07491,1
D07492,P07492,0
D07493,P07493,1
D07494,P07494,0
D07495,P07495,1
D07496,P07496,0
D07497,P07497,1
D07498,P07498,0
D07499,P07499,1
D07500,P07500,0
D07501,P07501,1
D07502,P07502,0
D07503,P07503,1
D07504,P07504,0
D07505,P07505,1
D07506,P07506,0
D07507,P07507,1
D07508,P07508,0
D07509,P07509,0
D07510,P07510,1
D07511,P07511,0
D07512,P07512,1
D07513,P07513,0
D07514,P07514,1
D07515,P07515,0
D07516,P07516,1
D07517,P07517,0
D07518,P07518,1
D07519,P07519,0
D07520,P07520,1
D07521,P07521,0
D07522,P07522,1
D07523,P07523,0
D07524,P07524,1
D07525,P07525,0
D07526,P07526,1
D07527,P07527,0
D07528,P07528,1
D07529,P07529,0
D07530,P07530,1
D07531,P07531,0
D07532,P07532,1
D07533,P07533,0
D07534,P07534,1
D07535,P07535,0
D07536,P07536,1
D07537,P07537,0
D07538,P07538,1
D07539,P07539,0
D07540,P07540,1
D07541,P07541,0
D07542,P07542,1
D07543,P07543,0
D07544,P07544,1
D07545,P07545,0
D07546,P07546,1
D07547,P07547,0
D07548,P07548,1
D07549,P07549,0
D07550,P07550,1
D07551,P07551,0
D07552,P07552,1
D07553,P07553,0
D07554,P07554,1
D07555,P07555,0
D07556,P07556,1
D07557,P07557,0
D07558,P07558,1
D07559,P07559,0
D07560,P07560,1
D07561,P07561,0
D07562,P07562,1
D07563,P07563,0
D07564,P07564,1
D07565,P07565,0
D07566,P07566,1
D07567,P07567,0
D07568,P07568,1
D07569,P07569,0
D07570,P07570,1
D07571,P07571,0
D07572,P07572,1
D07573,P07573,0
D07574,P07574,1
D07575,P07575,0
D07576,P07576,1
D07577,P07577,0
D07578,P07578,1
D07579,P07579,0
D07580,P07580,1
D07581,P07581,0
D07582,P07582,1
D07583,P07583,0
D07584,P07584,1
D07585,P07585,0
D07586,P07586,1
D07587,P07587,0
D07588,P07588,1
D07589,P07589,0
D07590,P07590,1
D07591,P07591,0
D07592,P07592,1
D07593,P07593,0
D07594,P07594,1
D07595,P07595,0
D07596,P07596,1
D07597,P07597,0
D07598,P07598,1
D07599,P07599,0
D07600,P07600,1
D07601,P07601,0
D07602,P07602,1
D07603,P07603,0
D07604,P07604,1
D07605,P07605,0
D07606,P07606,1
D07607,P07607,0
D07608,P07608,1
D07609,P07609,0
D07610,P07610,1
D07611,P07611,0
D07612,P07612,1
D07613,P07613,0
D07614,P07614,1
D07615,P07615,0
D07616,P07616,1
D07617,P07617,0
D07618,P07618,1
D07619,P07619,0
D07620,P07620,1
D07621,P07621,0
D07622,P07622,1
D07623,P07623,0
D07624,P07624,1
D07625,P07625,0
D07626,P07626,1
D07627,P07627,0
D07628,P07628,1
D07629,P07629,0
D07630,P07630,1
D07631,P07631,0
D07632,P07632,1
D07633,P07633,0
D07634,P07634,1
D07635,P07635,0
D07636,P07636,1
D07637,P07637,0
D07638,P07638,1
D07639,P07639,0
D07640,P07640,1
D07641,P07641,0
D07642,P07642,1
D07643,P07643,0
D07644,P07644,1
D07645,P07645,0
D07646,P07646,1
D07647,P07647,0
D07648,P07648,1
D07649,P07649,0
D07650,P07650,1
D07651,P07651,0
D07652,P07652,1
D07653,P07653,0
D07654,P07654,1
D07655,P07655,0
D07656,P07656,1
D07657,P07657,0
D07658,P07658,1
D07659,P07659,0
D07660,P07660,1
D07661,P07661,0
D07662,P07662,1
D07663,P07663,0
D07664,P07664,1
D07665,P07665,0
D07666,P07666,1
D07667,P07667,0
D07668,P07668,1
D07669,P07669,0
D07670,P07670,1
D07671,P07671,0
D07672,P07672,1
D07673,P07673,0
D07674,P07674,1
D07675,P07675,0
D07676,P07676,1
D07677,P07677,0
D07678,P07678,1
D07679,P07679,0
D07680,P07680,1
D07681,P07681,0
D07682,P07682,1
D07683,P07683,0
D07684,P07684,1
D07685,P07685,0
D07686,P07686,1
D07687,P07687,0
D07688,P07688,1
D07689,P07689,0
D07690,P07690,1
D07691,P07691,0
D07692,P07692,1
D07693,P07693,0
D07694,P07694,1
D07695,P07695,0
D07696,P07696,1
D07697,P07697,0
D07698,P07698,1
D07699,P07699,0
D07700,P07700,1
D07701,P07701,0
D07702,P07702,1
D07703,P07703,0
D07704,P07704,1
D07705,P07705,0
D07706,P07706,1
D07707,P07707,0
D07708,P07708,1
D07709,P07709,0
D07710,P07710,1
D07711,P07711,0
D07712,P07712,1
D07713,P07713,0
D07714,P07714,1
D07715,P07715,0
D07716,P07716,1
D07717,P07717,0
D07718,P07718,1
D07719,P07719,0
D07720,P07720,1
D07721,P07721,0
D07722,P07722,1
D07723,P07723,0
D07724,P07724,1
D07725,P07725,0
D07726,P07726,1
D07727,P07727,0
D07728,P07728,1
D07729,P07729,0
D07730,P07730,1
D07731,P07731,0
D07732,P07732,1
D07733,P07733,0
D07734,P07734,0
D07735,P07735,1
D07736,P07736,0
D07737,P07737,1
D07738,P07738,0
D07739,P07739,1
D07740,P07740,0
D07741,P07741,1
D07742,P07742,0
D07743,P07743,1
D07744,P07744,0
D07745,P07745,1
D07746,P07746,0
D07747,P07747,1
D07748,P07748,0
D07749,P07749,1
D07750,P07750,0
D07751,P07751,1
D07752,P07752,0
D07753,P07753,1
D07754,P07754,0
D07755,P07755,1
D07756,P07756,0
D07757,P07757,1
D07758,P07758,0
D07759,P07759,1
D07760,P07760,0
D07761,P07761,1
D07762,P07762,0
D07763,P07763,1
D07764,P07764,0
D07765,P07765,1
D07766,P07766,0
D07767,P07767,1
D07768,P07768,0
D07769,P07769,1
D07770,P07770,0
D07771,P07771,1
D07772,P07772,0
D07773,P07773,1
D07774,P07774,0
D07775,P07775,1
D07776,P07776,0
D07777,P07777,1
D07778,P07778,0
D07779,P07779,1
D07780,P07780,0
D07781,P07781,1
D07782,P07782,0
D07783,P07783,1
D07784,P07784,0
D07785,P07785,1
D07786,P07786,0
D07787,P07787,1
D07788,P07788,0
D07789,P07789,1
D07790,P07790,0
D07791,P07791,1
D07792,P07792,0
D07793,P07793,1
D07794,P07794,0
D07795,P07795,1
D07796,P07796,0
D07797,P07797,1
D07798,P07798,0
D07799,P07799,1
D07800,P07800,0
D07801,P07801,1
D07802,P07802,0
D07803,P07803,1
D07804,P07804,0
D07805,P07805,1
D07806,P07806,0
D07807,P07807,1
D07808,P07808,0
D07809,P07809,1
D07810,P07810,0
D07811,P07811,0
D07812,P07812,1
D07813,P07813,0
D07814,P07814,1
D07815,P07815,0
D07816,P07816,1
D07817,P07817,0
D07818,P07818,1
D07819,P07819,0
D07820,P07820,1
D07821,P07821,0
D07822,P07822,1
D07823,P07823,0
D07824,P07824,1
D07825,P07825,0
D07826,P07826,1
D07827,P07827,0
D07828,P07828,1
D07829,P07829,0
D07830,P07830,1
D07831,P07831,0
D07832,P07832,1
D07833,P07833,0
D07834,P07834,1
D07835,P07835,0
D07836,P07836,1
D07837,P07837,0
D07838,P07838,1
D07839,P07839,0
D07840,P07840,1
D07841,P07841,0
D07842,P07842,1
D07843,P07843,0
D07844,P07844,1
D07845,P07845,0
D07846,P07846,1
D07847,P07847,0
D07848,P07848,1
D07849,P07849,0
D07850,P07850,1
D07851,P07851,0
D07852,P07852,1
D07853,P07853,0
D07854,P07854,1
D07855,P07855,0
D07856,P07856,1
D07857,P07857,0
D07858,P07858,1
D07859,P07859,0
D07860,P07860,1
D07861,P07861,0
D07862,P07862,1
D07863,P07863,0
D07864,P07864,1
D07865,P07865,0
D07866,P07866,1
D07867,P07867,0
D07868,P07868,1
D07869,P07869,0
D07870,P07870,1
D07871,P07871,0
D07872,P07872,1
D07873,P07873,0
D07874,P07874,1
D07875,P07875,0
D07876,P07876,1
D07877,P07877,0
D07878,P07878,1
D07879,P07879,0
D07880,P07880,1
D07881,P07881,0
D07882,P07882,1
D07883,P07883,0
D07884,P07884,1
D07885,P07885,0
D07886,P07886,1
D07887,P07887,0
D07888,P07888,1
D07889,P07889,0
D07890,P07890,1
D07891,P07891,0
D07892,P07892,1
D07893,P07893,0
D07894,P07894,1
D07895,P07895,0
D07896,P07896,1
D07897,P07897,0
D07898,P07898,1
D07899,P07899,0
D07900,P07900,1
D07901,P07901,0
D07902,P07902,1
D07903,P07903,0
D07904,P07904,1
D07905,P07905,0
D07906,P07906,1
D07907,P07907,0
D07908,P07908,1
D07909,P07909,0
D07910,P07910,1
D07911,P07911,0
D07912,P07912,1
D07913,P07913,0
D07914,P07914,1
D07915,P07915,0
D07916,P07916,1
D07917,P07917,0
D07918,P07918,1
D07919,P07919,0
D07920,P07920,1
D07921,P07921,0
D07922,P07922,1
D07923,P07923,0
D07924,P07924,1
D07925,P07925,0
D07926,P07926,1
D07927,P07927,0
D07928,P07928,1
D07929,P07929,0
D07930,P07930,1
D07931,P07931,0
D07932,P07932,1
D07933,P07933,0
D07934,P07934,1
D07935,P07935,0
D07936,P07936,1
D07937,P07937,0
D07938,P07938,1
D07939,P07939,0
D07940,P07940,1
D07941,P07941,0
D07942,P07942,1
D07943,P07943,0
D07944,P07944,1
D07945,P07945,0
D07946,P07946,1
D07947,P07947,0
D07948,P07948,1
D07949,P07949,0
D07950,P07950,1
D07951,P07951,0
D07952,P07952,1
D07953,P07953,0
D07954,P07954,1
D07955,P07955,0
D07956,P07956,1
D07957,P07957,0
D07958,P07958,1
D07959,P07959,0
D07960,P07960,1
D07961,P07961,0
D07962,P07962,1
D07963,P07963,0
D07964,P07964,1
D07965,P07965,0
D07966,P07966,1
D07967,P07967,0
D07968,P07968,1
D07969,P07969,0
D07970,P07970,1
D07971,P07971,0
D07972,P07972,1
D07973,P07973,0
D07974,P07974,1
D07975,P07975,0
D07976,P07976,1
D07977,P07977,0
D07978,P07978,1
D07979,P07979,0
D07980,P07980,1
D07981,P07981,0
D07982,P07982,1
D07983,P07983,0
D07984,P07984,1
D07985,P07985,0
D07986,P07986,1
D07987,P07987,0
D07988,P07988,1
D07989,P07989,0
D07990,P07990,1
D07991,P07991,0
D07992,P07992,1
D07993,P07993,0
D07994,P07994,1
D07995,P07995,0
D07996,P07996,1
D07997,P07997,0
D07998,P07998,1
D07999,P07999,0
D08000,P08000,1
D08001,P08001,0
D08002,P08002,1
D08003,P08003,0
D08004,P08004,1
D08005,P08005,0
D08006,P08006,1
D08007,P08007,0
D08008,P08008,1
D08009,P08009,0
D08010,P08010,1
D08011,P08011,0
D08012,P08012,1
D08013,P08013,0
D08014,P08014,1
D08015,P08015,0
D08016,P08016,1
D08017,P08017,0
D08018,P08018,1
D08019,P08019,0
D08020,P08020,1
D08021,P08021,0
D08022,P08022,1
D08023,P08023,0
D08024,P08024,1
D08025,P08025,0
D08026,P08026,1
D08027,P08027,0
D08028,P08028,1
D08029,P08029,0
D08030,P08030,1
D08031,P08031,0
D08032,P08032,1
D08033,P08033,0
D08034,P08034,1
D08035,P08035,0
D08036,P08036,1
D08037,P08037,0
D08038,P08038,1
D08039,P08039,0
D08040,P08040,1
D08041,P08041,0
D08042,P08042,1
D08043,P08043,0
D08044,P08044,1
D08045,P08045,0
D08046,P08046,1
D08047,P08047,0
D08048,P08048,1
D08049,P08049,0
D08050,P08050,1
D08051,P08051,0
D08052,P08052,1
D08053,P08053,0
D08054,P08054,1
D08055,P08055,0
D08056,P08056,1
D08057,P08057,0
D08058,P08058,1
D08059,P08059,0
D08060,P08060,1
D08061,P08061,0
D08062,P08062,1
D08063,P08063,0
D08064,P08064,1
D08065,P08065,0
D08066,P08066,1
D08067,P08067,0
D08068,P08068,1
D08069,P08069,0
D08070,P08070,1
D08071,P08071,0
D08072,P08072,1
D08073,P08073,0
D08074,P08074,1
D08075,P08075,0
D08076,P08076,1
D08077,P08077,0
D08078,P08078,1
D08079,P08079,0
D08080,P08080,1
D08081,P08081,0
D08082,P08082,1
D08083,P08083,0
D08084,P08084,1
D08085,P08085,0
D08086,P08086,1
D08087,P08087,0
D08088,P08088,1
D08089,P08089,0
D08090,P08090,1
D08091,P08091,0
D08092,P08092,1
D08093,P08093,0
D08094,P08094,1
D08095,P08095,0
D08096,P08096,1
D08097,P08097,0
D08098,P08098,1
D08099,P08099,0
D08100,P08100,1
D08101,P08101,0
D08102,P08102,1
D08103,P08103,0
D08104,P08104,1
D08105,P08105,0
D08106,P08106,1
D08107,P08107,0
D08108,P08108,1
D08109,P08109,0
D08110,P08110,1
D08111,P08111,0
D08112,P08112,1
D08113,P08113,0
D08114,P08114,1
D08115,P08115,0
D08116,P08116,1
D08117,P08117,0
D08118,P08118,1
D08119,P08119,1
D08120,P08120,0
D08121,P08121,1
D08122,P08122,0
D08123,P08123,1
D08124,P08124,0
D08125,P08125,1
D08126,P08126,0
D08127,P08127,1
D08128,P08128,0
D08129,P08129,1
D08130,P08130,0
D08131,P08131,1
D08132,P08132,0
D08133,P08133,1
D08134,P08134,0
D08135,P08135,1
D08136,P08136,0
D08137,P08137,1
D08138,P08138,0
D08139,P08139,1
D08140,P08140,0
D08141,P08141,1
D08142,P08142,0
D08143,P08143,1
D08144,P08144,0
D08145,P08145,1
D08146,P08146,0
D08147,P08147,1
D08148,P08148,0
D08149,P08149,1
D08150,P08150,0
D08151,P08151,1
D08152,P08152,0
D08153,P08153,1
D08154,P08154,0
D08155,P08155,1
D08156,P08156,0
D08157,P08157,1
D08158,P08158,0
D08159,P08159,1
D08160,P08160,0
D08161,P08161,1
D08162,P08162,0
D08163,P08163,1
D08164,P08164,0
D08165,P08165,1
D08166,P08166,0
D08167,P08167,1
D08168,P08168,1
D08169,P08169,0
D08170,P08170,1
D08171,P08171,0
D08172,P08172,1
D08173,P08173,0
D08174,P08174,1
D08175,P08175,0
D08176,P08176,1
D08177,P08177,0
D08178,P08178,1
D08179,P08179,0
D08180,P08180,1
D08181,P08181,0
D08182,P08182,1
D08183,P08183,0
D08184,P08184,1
D08185,P08185,0
D08186,P08186,1
D08187,P08187,0
D08188,P08188,1
D08189,P08189,0
D08190,P08190,1
D08191,P08191,0
D08192,P08192,1
D08193,P08193,0
D08194,P08194,1
D08195,P08195,0
D08196,P08196,1
D08197,P08197,0
D08198,P08198,1
D08199,P08199,0
D08200,P08200,1
D08201,P08201,0
D08202,P08202,1
D08203,P08203,0
D08204,P08204,1
D08205,P08205,0
D08206,P08206,1
D08207,P08207,0
D08208,P08208,1
D08209,P08209,0
D08210,P08210,1
D08211,P08211,0
D08212,P08212,1
D08213,P08213,0
D08214,P08214,1
D08215,P08215,0
D08216,P08216,1
D08217,P08217,0
D08218,P08218,1
D08219,P08219,0
D08220,P08220,1
D08221,P08221,0
D08222,P08222,1
D08223,P08223,0
D08224,P08224,1
D08225,P08225,0
D08226,P08226,1
D08227,P08227,0
D08228,P08228,1
D08229,P08229,0
D08230,P08230,1
D08231,P08231,0
D08232,P08232,1
D08233,P08233,0
D08234,P08234,1
D08235,P08235,0
D08236,P08236,1
D08237,P08237,0
D08238,P08238,1
D08239,P08239,0
D08240,P08240,1
D08241,P08241,0
D08242,P08242,1
D08243,P08243,0
D08244,P08244,1
D08245,P08245,0
D08246,P08246,1
D08247,P08247,0
D08248,P08248,1
D08249,P08249,0
D08250,P08250,1
D08251,P08251,0
D08252,P08252,1
D08253,P08253,0
D08254,P08254,1
D08255,P08255,0
D08256,P08256,1
D08257,P08257,0
D08258,P08258,1
D08259,P08259,0
D08260,P08260,1
D08261,P08261,0
D08262,P08262,1
D08263,P08263,0
D08264,P08264,1
D08265,P08265,0
D08266,P08266,1
D08267,P08267,0
D08268,P08268,1
D08269,P08269,0
D08270,P08270,1
D08271,P08271,0
D08272,P08272,1
D08273,P08273,0
D08274,P08274,1
D08275,P08275,0
D08276,P08276,1
D08277,P08277,0
D08278,P08278,1
D08279,P08279,0
D08280,P08280,1
D08281,P08281,0
D08282,P08282,1
D08283,P08283,0
D08284,P08284,1
D08285,P08285,0
D08286,P08286,1
D08287,P08287,0
D08288,P08288,1
D08289,P08289,0
D08290,P08290,1
D08291,P08291,0
D08292,P08292,1
D08293,P08293,0
D08294,P08294,0
D08295,P08295,1
D08296,P08296,0
D08297,P08297,1
D08298,P08298,0
D08299,P08299,1
D08300,P08300,0
D08301,P08301,1
D08302,P08302,0
D08303,P08303,1
D08304,P08304,1
D08305,P08305,0
D08306,P08306,1
D08307,P08307,0
D08308,P08308,1
D08309,P08309,0
D08310,P08310,1
D08311,P08311,0
D08312,P08312,1
D08313,P08313,0
D08314,P08314,1
D08315,P08315,0
D08316,P08316,1
D08317,P08317,0
D08318,P08318,1
D08319,P08319,0
D08320,P08320,1
D08321,P08321,0
D08322,P08322,1
D08323,P08323,0
D08324,P08324,1
D08325,P08325,0
D08326,P08326,1
D08327,P08327,0
D08328,P08328,1
D08329,P08329,0
D08330,P08330,1
D08331,P08331,0
D08332,P08332,1
D08333,P08333,0
D08334,P08334,1
D08335,P08335,0
D08336,P08336,1
D08337,P08337,0
D08338,P08338,1
D08339,P08339,0
D08340,P08340,1
D08341,P08341,0
D08342,P08342,1
D08343,P08343,0
D08344,P08344,1
D08345,P08345,0
D08346,P08346,1
D08347,P08347,0
D08348,P08348,1
D08349,P08349,0
D08350,P08350,1
D08351,P08351,0
D08352,P08352,1
D08353,P08353,0
D08354,P08354,1
D08355,P08355,0
D08356,P08356,1
D08357,P08357,0
D08358,P08358,1
D08359,P08359,0
D08360,P08360,1
D08361,P08361,0
D08362,P08362,1
D08363,P08363,0
D08364,P08364,1
D08365,P08365,0
D08366,P08366,1
D08367,P08367,0
D08368,P08368,1
D08369,P08369,0
D08370,P08370,1
D08371,P08371,0
D08372,P08372,1
D08373,P08373,0
D08374,P08374,1
D08375,P08375,0
D08376,P08376,1
D08377,P08377,0
D08378,P08378,1
D08379,P08379,0
D08380,P08380,1
D08381,P08381,0
D08382,P08382,1
D08383,P08383,0
D08384,P08384,1
D08385,P08385,0
D08386,P08386,1
D08387,P08387,0
D08388,P08388,1
D08389,P08389,0
D08390,P08390,1
D08391,P08391,0
D08392,P08392,1
D08393,P08393,0
D08394,P08394,1
D08395,P08395,0
D08396,P08396,1
D08397,P08397,0
D08398,P08398,1
D08399,P08399,0
D08400,P08400,1
D08401,P08401,0
D08402,P08402,1
D08403,P08403,0
D08404,P08404,1
D08405,P08405,0
D08406,P08406,1
D08407,P08407,0
D08408,P08408,1
D08409,P08409,0
D08410,P08410,1
D08411,P08411,1
D08412,P08412,0
D08413,P08413,1
D08414,P08414,0
D08415,P08415,1
D08416,P08416,0
D08417,P08417,1
D08418,P08418,0
D08419,P08419,1
D08420,P08420,0
D08421,P08421,1
D08422,P08422,0
D08423,P08423,1
D08424,P08424,0
D08425,P08425,1
D08426,P08426,0
D08427,P08427,1
D08428,P08428,0
D08429,P08429,1
D08430,P08430,0
D08431,P08431,1
D08432,P08432,0
D08433,P08433,1
D08434,P08434,1
D08435,P08435,0
D08436,P08436,1
D08437,P08437,0
D08438,P08438,1
D08439,P08439,0
D08440,P08440,1
D08441,P08441,0
D08442,P08442,1
D08443,P08443,0
D08444,P08444,1
D08445,P08445,0
D08446,P08446,1
D08447,P08447,0
D08448,P08448,1
D08449,P08449,0
D08450,P08450,1
D08451,P08451,0
D08452,P08452,1
D08453,P08453,0
D08454,P08454,1
D08455,P08455,0
D08456,P08456,1
D08457,P08457,0
D08458,P08458,1
D08459,P08459,0
D08460,P08460,1
D08461,P08461,0
D08462,P08462,1
D08463,P08463,0
D08464,P08464,1
D08465,P08465,0
D08466,P08466,1
D08467,P08467,0
D08468,P08468,1
D08469,P08469,0
D08470,P08470,1
D08471,P08471,0
D08472,P08472,1
D08473,P08473,0
D08474,P08474,1
D08475,P08475,0
D08476,P08476,1
D08477,P08477,0
D08478,P08478,1
D08479,P08479,0
D08480,P08480,1
D08481,P08481,0
D08482,P08482,1
D08483,P08483,0
D08484,P08484,1
D08485,P08485,0
D08486,P08486,1
D08487,P08487,0
D08488,P08488,1
D08489,P08489,0
D08490,P08490,1
D08491,P08491,0
D08492,P08492,1
D08493,P08493,0
D08494,P08494,1
D08495,P08495,0
D08496,P08496,1
D08497,P08497,0
D08498,P08498,1
D08499,P08499,0
D08500,P08500,1
D08501,P08501,0
D08502,P08502,1
D08503,P08503,0
D08504,P08504,1
D08505,P08505,0
D08506,P08506,1
D08507,P08507,0
D08508,P08508,1
D08509,P08509,0
D08510,P08510,1
D08511,P08511,0
D08512,P08512,1
D08513,P08513,0
D08514,P08514,1
D08515,P08515,0
D08516,P08516,1
D08517,P08517,0
D08518,P08518,1
D08519,P08519,0
D08520,P08520,1
D08521,P08521,0
D08522,P08522,1
D08523,P08523,0
D08524,P08524,1
D08525,P08525,0
D08526,P08526,1
D08527,P08527,0
D08528,P08528,1
D08529,P08529,0
D08530,P08530,1
D08531,P08531,0
D08532,P08532,1
D08533,P08533,0
D08534,P08534,1
D08535,P08535,0
D08536,P08536,1
D08537,P08537,0
D08538,P08538,1
D08539,P08539,0
D08540,P08540,1
D08541,P08541,0
D08542,P08542,1
D08543,P08543,0
D08544,P08544,1
D08545,P08545,0
D08546,P08546,1
D08547,P08547,0
D08548,P08548,1
D08549,P08549,0
D08550,P08550,1
D08551,P08551,0
D08552,P08552,1
D08553,P08553,0
D08554,P08554,1
D08555,P08555,0
D08556,P08556,1
D08557,P08557,0
D08558,P08558,1
D08559,P08559,0
D08560,P08560,1
D08561,P08561,0
D08562,P08562,1
D08563,P08563,0
D08564,P08564,1
D08565,P08565,0
D08566,P08566,1
D08567,P08567,0
D08568,P08568,1
D08569,P08569,0
D08570,P08570,1
D08571,P08571,0
D08572,P08572,1
D08573,P08573,0
D08574,P08574,1
D08575,P08575,0
D08576,P08576,1
D08577,P08577,0
D08578,P08578,1
D08579,P08579,0
D08580,P08580,1
D08581,P08581,0
D08582,P08582,1
D08583,P08583,0
D08584,P08584,1
D08585,P08585,0
D08586,P08586,1
D08587,P08587,0
D08588,P08588,1
D08589,P08589,0
D08590,P08590,1
D08591,P08591,0
D08592,P08592,1
D08593,P08593,0
D08594,P08594,0
D08595,P08595,1
D08596,P08596,0
D08597,P08597,1
D08598,P08598,0
D08599,P08599,1
D08600,P08600,0
D08601,P08601,1
D08602,P08602,0
D08603,P08603,1
D08604,P08604,0
D08605,P08605,1
D08606,P08606,0
D08607,P08607,1
D08608,P08608,0
D08609,P08609,1
D08610,P08610,0
D08611,P08611,1
D08612,P08612,0
D08613,P08613,1
D08614,P08614,0
D08615,P08615,1
D08616,P08616,0
D08617,P08617,1
D08618,P08618,0
D08619,P08619,1
D08620,P08620,0
D08621,P08621,1
D08622,P08622,0
D08623,P08623,1
D08624,P08624,0
