protein_id,sequence
P09622,P04040
P09623,P11229
P09624,P0AD63
P09625,Q9NY46
P09626,P05121
P09627,P33527
P09628,O60512
P09629,P08709
P09630,P27695
P09631,O14764
P09632,P04035
P09633,P00374
P09634,P37747
P09635,P20309
P09636,P02776
P09637,P50406
P09638,P00747
P09639,Q8IZS8
P09640,P0A8V2
P09641,P31644
P09642,P02458
P09643,P04035
P09644,P03951
P09645,O14880
P09646,Q13639
P09647,P21728
P09648,P16502
P09649,P35348
P09650,P00480
P09651,P20309
P09652,Q5XXA6
P09653,P35354
P09654,Q6PI48
P09655,P28223
P09656,P30411
P09657,Q8MU52
P09658,P14679
P09659,P36544
P09660,Q9H239
P09661,P35462
P09662,O00459
P09663,P08173
P09664,Q9UP95
P09665,P31644
P09666,P27907
P09667,Q99835
P09668,P25098
P09669,P35354
P09670,Q96EM0
P09671,P35354
P09672,Q99735
P09673,P28222
P09674,Q9UPY5
P09675,P18825
P09676,P12259
P09677,P39023
P09678,P13551
P09679,P37231
P09680,P52647
P09681,P50052
P09682,Q54873
P09683,P21397
P09684,Q14181
P09685,Q14534
P09686,Q9Y271
P09687,O14786
P09688,P21918
P09689,P78527
P09690,P00918
P09691,P05546
P09692,Q9GZZ6
P09693,P23921
P09694,P11229
P09695,Q14957
P09696,P01584
P09697,P08473
P09698,P35354
P09699,Q94655
P09700,P31644
P09701,P41595
P09702,P08620
P09703,P47901
P09704,P05165
P09705,P10275
P09706,Q9UGI6
P09707,P47869
P09708,Q08345
P09709,Q14432
P09710,P20618
P09711,P00742
P09712,P18846
P09713,Q9Y5Y9
P09714,P07202
P09715,P10275
P09716,P20963
P09717,P23975
P09718,P18507
P09719,P78334
P09720,P00807
P09721,O94788
P09722,P17544
P09723,P36507
P09724,P58558
P09725,P0AD68
P09726,O00469
P09727,Q9UNX9
P09728,Q9UKU7
P09729,Q9NS75
P09730,P09172
P09731,P19878
P09732,Q09428
P09733,Q96RI1
P09734,O60391
P09735,Q07699
P09736,P00374
P09737,P22001
P09738,Q12809
P09739,O15460
P09740,P25100
P09741,Q9NS75
P09742,P46098
P09743,P23141
P09744,Q8N1C3
P09745,P20061
P09746,P14867
P09747,O60939
P09748,O00591
P09749,P0A6R0
P09750,P21817
P09751,P45880
P09752,P08172
P09753,P35520
P09754,P08588
P09755,Q9UJS0
P09756,Q9Y5Y9
P09757,P08514
P09758,P27338
P09759,P07947
P09760,Q72874
P09761,P48637
P09762,P78348
P09763,P29218
P09764,P21549
P09765,P05787
P09766,O15399
P09767,P05231
P09768,P61177
P09769,O43681
P09770,Q01959
P09771,P18545
P09772,Q9NYR8
P09773,P42338
P09774,Q9RC23
P09775,P15336
P09776,P42262
P09777,P18089
P09778,P08908
P09779,O00206
P09780,P35916
P09781,Q72JJ3
P09782,P31213
P09783,P02708
P09784,Q01959
P09785,Q13370
P09786,O15382
P09787,P08912
P09788,Q99624
P09789,P28223
P09790,P18847
P09791,P11229
P09792,Q8N142
P09793,Q8TCU5
P09794,P21430
P09795,P31350
P09796,Q9Y345
P09797,P18507
P09798,P01583
P09799,Q72874
P09800,Q92947
P09801,P11387
P09802,P13612
P09803,P03956
P09804,O60513
P09805,P35368
P09806,P31644
P09807,P18825
P09808,P10826
P09809,P0A7S3
P09810,P18283
P09811,P34903
P09812,P44469
P09813,P28223
P09814,P37288
P09815,P48029
P09816,Q14432
P09817,P16233
P09818,P22413
P09819,Q9P0X4
P09820,P07101
P09821,Q05486
P09822,P14416
P09823,Q96EY8
P09824,Q9H015
P09825,P22557
P09826,Q9H244
P09827,P26676
P09828,P43700
P09829,P78417
P09830,Q9H3N8
P09831,Q16620
P09832,P16455
P09833,P10696
P09834,O95180
P09835,P04271
P09836,P11137
P09837,P50859
P09838,P35368
P09839,P41972
P09840,P12277
P09841,O14842
P09842,Q8N1C3
P09843,O14649
P09844,P21917
P09845,P30874
P09846,O00591
P09847,P28908
P09848,P11229
P09849,P20333
P09850,P31644
P09851,P20618
P09852,Q9UN88
P09853,P13727
P09854,Q01668
P09855,O00264
P09856,P48637
P09857,P54619
P09858,P09917
P09859,P25092
P09860,P19793
P09861,P35499
P09862,P08908
P09863,P28702
P09864,P47869
P09865,P06276
P09866,P25100
P09867,Q92887
P09868,P13612
P09869,O43570
P09870,P17802
P09871,O14764
P09872,P56282
P09873,P0AC13
P09874,P07204
P09875,P18825
P09876,P20618
P09877,Q13002
P09878,P61432
P09879,P08172
P09880,P40859
P09881,P28702
P09882,P17252
P09883,P35499
P09884,P35340
P09885,P0AAI5
P09886,Q9NPA1
P09887,P10827
P09888,P05771
P09889,Q9UHI7
P09890,Q9HCR9
P09891,Q13002
P09892,P04293
P09893,P24046
P09894,Q9BY41
P09895,Q99456
P09896,Q53ET4
P09897,Q99928
P09898,C1KC03
P09899,Q16445
P09900,P16519
P09901,P42262
P09902,P33673
P09903,Q12791
P09904,P08912
P09905,P25100
P09906,Q14330
P09907,P78334
P09908,P69905
P09909,P23975
P09910,P35367
P09911,Q9NYK1
P09912,Q14654
P09913,P11473
P09914,P22888
P09915,P04234
P09916,P35367
P09917,P00915
P09918,P27815
P09919,O43246
P09920,P20618
P09921,Q16853
P09922,Q72547
P09923,P48061
P09924,A8MPY1
P09925,P28223
P09926,P51787
P09927,P18858
P09928,P48169
P09929,Q13393
P09930,Q00975
P09931,P08253
P09932,P10275
P09933,P09960
P09934,Q4W8W1
P09935,Q96SL4
P09936,Q9H239
P09937,P17174
P09938,P20309
P09939,P69905
P09940,P28335
P09941,P49841
P09942,P30085
P09943,P34741
P09944,P20309
P09945,P04049
P09946,P0AC13
P09947,P96558
P09948,Q9UN88
P09949,Q9NR97
P09950,P78334
P09951,P50579
P09952,P54710
P09953,O95838
P09954,Q12791
P09955,B0B3C9
P09956,O14649
P09957,Q9RVD6
P09958,P13945
P09959,P14416
P09960,Q13946
P09961,P48544
P09962,P23975
P09963,P10620
P09964,P20309
P09965,Q14534
P09966,P09038
P09967,P01906
P09968,P0A3M6
P09969,Q13393
P09970,O00591
P09971,O75330
P09972,P42262
P09973,P15509
P09974,Q27738
P09975,P29274
P09976,P35372
P09977,P08686
P09978,P30556
P09979,P46439
P09980,O43497
P09981,P20701
P09982,Q05940
P09983,P00374
P09984,O00591
P09985,P21266
P09986,P04150
P09987,P12236
P09988,P03372
P09989,Q9NPA1
P09990,P08173
P09991,Q16775
P09992,P25100
P09993,P02751
P09994,Q15046
P09995,Q9NYX4
P09996,P42345
P09997,P36896
P09998,P12931
P09999,P28335
P10000,P17752
P10001,P30556
P10002,P32297
P10003,P37231
P10004,Q14721
P10005,Q14500
P10006,O94760
P10007,Q8DNB6
P10008,Q9Y2I1
P10009,P18825
P10010,Q09428
P10011,O00591
P10012,O75746
P10013,A8MPY1
P10014,Q9HAB3
P10015,P10827
P10016,Q54873
P10017,P0AES6
P10018,P08243
P10019,Q13698
P10020,P02458
P10021,Q18BX5
P10022,Q96S86
P10023,P02918
P10024,Q52437
P10025,P08912
P10026,P98164
P10027,P10902
P10028,Q49184
P10029,P05023
P10030,Q13698
P10031,P34903
P10032,Q9ULW8
P10033,P28476
P10034,Q94655
P10035,Q15842
P10036,Q15759
P10037,Q01959
P10038,Q27738
P10039,P03886
P10040,P23141
P10041,P47870
P10042,Q15046
P10043,P04637
P10044,P10636
P10045,P34903
P10046,P11836
P10047,P00918
P10048,P37231
P10049,Q9UDX4
P10050,P69905
P10051,P37231
P10052,Q9X6W0
P10053,P06276
P10054,Q9Y2I1
P10055,P28223
P10056,Q96RI1
P10057,P28335
P10058,O60840
P10059,O43519
P10060,P35913
P10061,Q9Y478
P10062,Q02641
P10063,P28472
P10064,P35754
P10065,P35348
P10066,P42330
P10067,P15121
P10068,P04629
P10069,P11229
P10070,P21430
P10071,P04054
P10072,P11168
P10073,P18089
P10074,Q6TME4
P10075,Q8N1C3
P10076,Q14289
P10077,Q9HCR9
P10078,Q8IVL6
P10079,Q8N1Q1
P10080,Q14571
P10081,P18858
P10082,Q9NY72
P10083,P32297
P10084,P16444
P10085,O43525
P10086,P03372
P10087,P30044
P10088,Q02880
P10089,Q75Y35
P10090,P23434
P10091,Q49184
P10092,P14867
P10093,P13498
P10094,P35348
P10095,P98194
P10096,Q16445
P10097,Q02156
P10098,P35367
P10099,P09467
P10100,P07202
P10101,P13674
P10102,P11229
P10103,Q9H239
P10104,Q02763
P10105,P27695
P10106,Q8TCU5
P10107,P22413
P10108,P22033
P10109,Q96C36
P10110,P28222
P10111,Q00975
P10112,P48547
P10113,Q16878
P10114,Q12879
P10115,Q13956
P10116,P0A7W7
P10117,Q9Y289
P10118,P29274
P10119,P09238
P10120,P23975
P10121,P10275
P10122,Q5T1J1
P10123,Q9BZV3
P10124,O15379
P10125,Q02641
P10126,P00953
P10127,P23415
P10128,Q9NWM0
P10129,Q9H3N8
P10130,P33402
P10131,Q14654
P10132,P11310
P10133,Q15858
P10134,O75600
P10135,Q16445
P10136,P04083
P10137,P27815
P10138,P51606
P10139,Q8IVL6
P10140,Q9NSD9
P10141,P35372
P10142,P31939
P10143,P18507
P10144,Q9H239
P10145,Q01959
P10146,P23469
P10147,Q9H2M3
P10148,P09788
P10149,P20309
P10150,P30556
P10151,Q9Y5N1
P10152,P07225
P10153,P0A7V8
P10154,P48728
P10155,Q9BYV1
P10156,P20813
P10157,P11229
P10158,P0A3M6
P10159,Q9H252
P10160,Q99928
P10161,P23434
P10162,P17405
P10163,Q9GZZ6
P10164,Q9NSD9
P10165,Q9NS18
P10166,Q8NER1
P10167,Q16322
P10168,P11229
P10169,P34897
P10170,P31644
P10171,P08123
P10172,Q12809
P10173,P00438
P10174,Q06203
P10175,P35968
P10176,O14521
P10177,Q8N119
P10178,Q03181
P10179,P33673
P10180,P17252
P10181,P02458
P10182,P41595
P10183,P11511
P10184,P30542
P10185,Q13936
P10186,P22102
P10187,O60674
P10188,P08173
P10189,O14832
P10190,P08172
P10191,P47989
P10192,P25100
P10193,P02745
P10194,Q99928
P10195,P31213
P10196,P0AD65
P10197,Q9UM73
P10198,P34969
P10199,P23469
P10200,O00591
P10201,P50859
P10202,P51606
P10203,Q96RD7
P10204,P19480
P10205,P05362
P10206,O60391
P10207,P23975
P10208,P15056
P10209,P25103
P10210,P08588
P10211,Q54873
P10212,Q9UI33
P10213,O15528
P10214,Q99928
P10215,P28161
P10216,P21397
P10217,P98164
P10218,P00363
P10219,P00387
P10220,A8MPY1
P10221,P0C0L5
P10222,P08913
P10223,O00591
P10224,P18505
P10225,P23416
P10226,O14764
P10227,P21397
P10228,P08913
P10229,Q9NWM0
P10230,P41143
P10231,Q7RTV2
P10232,P24046
P10233,P43702
P10234,P00918
P10235,P52209
P10236,P0A7Z4
P10237,Q9NSE4
P10238,P35348
P10239,Q13509
P10240,O00591
P10241,Q9HCR9
P10242,P50406
P10243,Q86W47
P10244,P48169
P10245,P16455
P10246,P10721
P10247,Q9H598
P10248,P08588
P10249,P20276
P10250,P35348
P10251,O95237
P10252,P28222
P10253,Q7Z2W7
P10254,P28335
P10255,P78334
P10256,P00533
P10257,P68638
P10258,P01138
P10259,Q02750
P10260,P31644
P10261,O15269
P10262,P21728
P10263,P00491
P10264,O00591
P10265,Q9BY41
P10266,P11229
P10267,P46925
P10268,Q9BZW2
P10269,Q60FT7
P10270,P27169
P10271,O60664
P10272,O24990
P10273,Q9H4Y5
P10274,Q01959
P10275,Q8N0U8
P10276,P21728
P10277,P03951
P10278,P42261
P10279,P43088
P10280,P49228
P10281,P23975
P10282,P01579
P10283,P08908
P10284,P10721
P10285,P23975
P10286,P50416
P10287,Q9UN88
P10288,P32927
P10289,P08172
P10290,P47901
P10291,P30556
P10292,Q13639
P10293,P00439
P10294,P28908
P10295,P06401
P10296,O25608
P10297,Q07869
P10298,P22459
P10299,P0AD65
P10300,O14732
P10301,P22748
P10302,P13500
P10303,P34969
P10304,P08514
P10305,P0A3M6
P10306,P33681
P10307,P11387
P10308,Q16719
P10309,Q93088
P10310,B0B3C9
P10311,O00206
P10312,P22894
P10313,P35348
P10314,Q9Y2D0
P10315,Q9H2S1
P10316,Q96S86
P10317,P50579
P10318,P50859
P10319,P0AF12
P10320,P41594
P10321,P32929
P10322,O60664
P10323,P28566
P10324,Q5L2G3
P10325,Q8N1C3
P10326,P25116
P10327,Q9RVD6
P10328,P48067
P10329,P41145
P10330,Q8N142
P10331,P32239
P10332,O43246
P10333,P09252
P10334,Q86YB8
P10335,P14060
P10336,P05193
P10337,P28335
P10338,O76054
P10339,P47869
P10340,Q14721
P10341,P78527
P10342,O15111
P10343,P05023
P10344,P43116
P10345,P35367
P10346,P01375
P10347,O14764
P10348,Q9NYX4
P10349,P02919
P10350,O43525
P10351,P10613
P10352,Q99519
P10353,P0A9P4
P10354,Q8XJ01
P10355,P0A8V2
P10356,P25098
P10357,P23469
P10358,O31616
P10359,P28223
P10360,Q969G6
P10361,P25100
P10362,P26440
P10363,Q9BVG9
P10364,O95180
P10365,P83223
P10366,P43700
P10367,P02458
P10368,P11229
P10369,P45059
P10370,O60568
P10371,P05771
P10372,P37231
P10373,P00797
P10374,P35348
P10375,Q12879
P10376,P12821
P10377,Q9RA47
P10378,P00915
P10379,P04150
P10380,P46098
P10381,P43115
P10382,P35520
P10383,Q52437
P10384,P43681
P10385,Q13258
P10386,P08173
P10387,P05327
P10388,P78334
P10389,P40859
P10390,P35462
P10391,P12256
P10392,P35368
P10393,P41972
P10394,P06401
P10395,Q16878
P10396,Q96I59
P10397,P08912
P10398,P34903
P10399,Q9UPY5
P10400,Q15858
P10401,Q9WYT0
P10402,P22748
P10403,P21430
P10404,P01584
P10405,Q9S427
P10406,P19021
P10407,Q8IVH4
P10408,P72524
P10409,Q14749
P10410,P12081
P10411,O95298
P10412,P05141
P10413,P0A7X3
P10414,P59768
P10415,P18825
P10416,P05556
P10417,P35368
P10418,P15509
P10419,Q15822
P10420,P04234
P10421,Q9NZK7
P10422,O94903
P10423,P0AD68
P10424,Q9UGI6
P10425,P28223
P10426,Q9UGM1
P10427,P78334
P10428,Q02768
P10429,Q14524
P10430,P60568
P10431,P14625
P10432,P14060
P10433,P35354
P10434,P55789
P10435,P35348
P10436,Q9UPY5
P10437,P36544
P10438,A5X5Y0
P10439,Q94655
P10440,Q8TE23
P10441,P07327
P10442,Q9H244
P10443,P35348
P10444,O75330
P10445,Q92569
P10446,P05164
P10447,P14867
P10448,P22570
P10449,P20309
P10450,P02747
P10451,P35367
P10452,P00492
P10453,P30556
P10454,P37023
P10455,P48169
P10456,P02359
P10457,P35626
P10458,Q9Y5N1
P10459,O60568
P10460,P00480
P10461,P08913
P10462,P09038
P10463,P35354
P10464,P20333
P10465,P49286
P10466,P22888
P10467,Q99928
P10468,Q9NS40
P10469,P14867
P10470,O15399
P10471,P31644
P10472,P15121
P10473,P10768
P10474,P10827
P10475,P41145
P10476,O76083
P10477,P00492
P10478,P11177
P10479,P10275
P10480,Q14330
P10481,Q13621
P10482,Q15274
P10483,P09172
P10484,P28222
P10485,Q4W8W1
P10486,P15153
P10487,Q9NS18
P10488,P06818
P10489,P41231
P10490,P31644
P10491,P20132
P10492,P46098
P10493,Q9UN76
P10494,P28476
P10495,P08173
P10496,P06310
P10497,Q14123
P10498,O00591
P10499,O94788
P10500,Q9ULX7
P10501,P16070
P10502,P08173
P10503,P04049
P10504,P07550
P10505,P13726
P10506,Q8XJ01
P10507,P0C0L4
P10508,P08913
P10509,Q9NVH6
P10510,P35367
P10511,P21890
P10512,Q9UBK8
P10513,P10635
P10514,P14416
P10515,P14679
P10516,P08172
P10517,P17252
P10518,P22748
P10519,P24385
P10520,P28221
P10521,Q9UM73
P10522,P47869
P10523,P35367
P10524,O43526
P10525,P48029
P10526,P49585
P10527,P30273
P10528,P18825
P10529,P02746
P10530,P78334
P10531,O75936
P10532,P28222
P10533,P08588
P10534,P60725
P10535,P14416
P10536,Q02817
P10537,Q9UGJ0
P10538,P10635
P10539,P19652
P10540,P46439
P10541,P28223
P10542,P12724
P10543,P20309
P10544,O60706
P10545,P35367
P10546,P0A8V2
P10547,Q12809
P10548,Q13427
P10549,P45880
P10550,P28702
P10551,P48169
P10552,Q99884
P10553,P10275
P10554,P06737
P10555,P08913
P10556,Q15031
P10557,Q9NY47
P10558,P00736
P10559,Q96SW2
P10560,P54802
P10561,P08908
P10562,P28476
P10563,Q01959
P10564,A8MPY1
P10565,P18507
P10566,P08637
P10567,P18507
P10568,P33402
P10569,Q07343
P10570,P11388
P10571,P78334
P10572,P20061
P10573,P28702
P10574,P09871
P10575,P48728
P10576,P04049
P10577,P05023
P10578,Q8TCT1
P10579,P28223
P10580,P01031
P10581,P08173
P10582,Q16881
P10583,Q7Z2H8
P10584,P50281
P10585,P08913
P10586,Q16775
P10587,P25100
P10588,Q92731
P10589,Q15822
P10590,Q9Y3R4
P10591,P51649
P10592,P18505
P10593,P28472
P10594,P28861
P10595,Q9NPA1
P10596,P06858
P10597,P27338
P10598,P14598
P10599,P04818
P10600,Q8MU52
P10601,Q15822
P10602,P04637
P10603,Q13547
P10604,Q54873
P10605,P14867
P10606,O00408
P10607,P43681
P10608,Q04759
P10609,P20815
P10610,Q9H2S1
P10611,P03200
P10612,O76054
P10613,P47869
P10614,P23416
P10615,Q9Y5Y9
P10616,Q86YB8
P10617,P20309
P10618,P96558
P10619,Q16445
P10620,Q04760
P10621,P28472
P10622,Q08499
P10623,P08913
P10624,P15336
P10625,Q14957
P10626,O15403
P10627,P23219
P10628,Q9BQB6
P10629,P08235
P10630,P24347
P10631,P11229
P10632,P22234
P10633,P43681
P10634,P31644
P10635,P04150
P10636,O14920
P10637,P08173
P10638,P35228
P10639,Q02127
P10640,O76083
P10641,P23975
P10642,P42971
P10643,P48048
P10644,P55809
P10645,P35348
P10646,P16233
P10647,P14867
P10648,P0A3M5
P10649,P11229
P10650,P45954
P10651,O15111
P10652,P78527
P10653,Q12809
P10654,P27815
P10655,P35348
P10656,P16870
P10657,P0A8V2
P10658,P21917
P10659,P17174
P10660,P66010
P10661,P11473
P10662,P32322
P10663,P08908
P10664,P05121
P10665,P21917
P10666,Q9UKV0
P10667,P05023
P10668,Q9UGM1
P10669,P31645
P10670,O67854
P10671,P08912
P10672,Q47PU3
P10673,P08912
P10674,P06241
P10675,P78334
P10676,P0AF12
P10677,Q14524
P10678,O15375
P10679,P37231
P10680,P54619
P10681,P09619
P10682,P61177
P10683,P20309
P10684,P29034
P10685,O14764
P10686,Q96Q40
P10687,Q9X6W0
P10688,Q96DP5
P10689,P78334
P10690,P0A7V3
P10691,P20309
P10692,O95573
P10693,Q99928
P10694,Q9ULC6
P10695,P28222
P10696,P08700
P10697,P21728
P10698,P54619
P10699,P00480
P10700,P11309
P10701,P21728
P10702,Q4W8W1
P10703,P28476
P10704,P16083
P10705,Q9UGI5
P10706,Q15046
P10707,Q9GZT9
P10708,O75600
P10709,P00439
P10710,P12271
P10711,P28222
P10712,P16066
P10713,O00591
P10714,P62993
P10715,P00720
P10716,Q9Z4P0
P10717,P08908
P10718,Q04844
P10719,P35348
P10720,P0AC13
P10721,P08913
P10722,P37231
P10723,P35367
P10724,P53608
P10725,Q01668
P10726,P30518
P10727,P18089
P10728,P28593
P10729,P41143
P10730,P41231
P10731,P16233
P10732,Q04759
P10733,P11229
P10734,C1KC03
P10735,Q96SW2
P10736,P24093
P10737,P02787
P10738,P30049
P10739,P22234
P10740,P16499
P10741,Q9Y2D1
P10742,P04278
P10743,P10827
P10744,P35367
P10745,Q9BY49
P10746,P34969
P10747,P48637
P10748,P08172
P10749,P61073
P10750,P0AEK4
P10751,O00591
P10752,P23434
P10753,Q9NYX4
P10754,P54687
P10755,P02359
P10756,P05120
P10757,Q8N1Q1
P10758,P19793
P10759,P14324
P10760,P01137
P10761,P28223
P10762,P41231
P10763,P34969
P10764,O15375
P10765,P18850
P10766,P12259
P10767,P22303
P10768,P57059
P10769,P28472
P10770,P33151
P10771,Q9NXG6
P10772,P05362
P10773,Q08289
P10774,Q02641
P10775,Q99928
P10776,P62714
P10777,Q12879
P10778,P40261
P10779,P28335
P10780,P11229
P10781,P18405
P10782,P35462
P10783,P19440
P10784,P22303
P10785,Q9UM73
P10786,P08172
P10787,P49721
P10788,P37088
P10789,P49788
P10790,P14555
P10791,P14625
P10792,P35348
P10793,P40261
P10794,O00555
P10795,P08909
P10796,P18089
P10797,P50579
P10798,P08172
P10799,Q9HAB3
P10800,P28221
P10801,P31749
P10802,P30874
P10803,P35754
P10804,Q9UHW9
P10805,O95190
P10806,P11388
P10807,P34741
P10808,Q01959
P10809,Q9UDX4
P10810,Q13698
P10811,P20815
P10812,P20309
P10813,Q14330
P10814,P08908
P10815,Q99643
P10816,Q9NS40
P10817,P30872
P10818,P25021
P10819,Q8WWT9
P10820,P14867
P10821,O95069
P10822,A8MPY1
P10823,P78527
P10824,P18507
P10825,Q9H3N8
P10826,P14416
P10827,Q9Y697
P10828,P12821
P10829,P17936
P10830,P28472
P10831,P23280
P10832,P11229
P10833,P32754
P10834,P14867
P10835,P43133
P10836,P47869
P10837,P10827
P10838,Q13698
P10839,P06737
P10840,Q16790
P10841,P17936
P10842,A8MPY1
P10843,O43447
P10844,P41145
P10845,Q9H015
P10846,Q53H96
P10847,P48728
P10848,P03372
P10849,Q8NI22
P10850,P09619
P10851,Q02763
P10852,P23921
P10853,Q9ULX7
P10854,P13945
P10855,P08373
P10856,P35367
P10857,P80404
P10858,Q8TCU5
P10859,A5X5Y0
P10860,P96558
P10861,P11274
P10862,P55017
P10863,Q6TME4
P10864,Q07864
P10865,O00305
P10866,P00918
P10867,Q08828
P10868,P35869
P10869,Q93088
P10870,O43741
P10871,Q53707
P10872,P23378
P10873,P72524
P10874,P08912
P10875,P27707
P10876,P20701
P10877,P23258
P10878,Q05940
P10879,P18405
P10880,P53667
P10881,P14780
P10882,P18089
P10883,Q16853
P10884,Q14957
P10885,P37062
P10886,P08588
P10887,P63000
P10888,P28223
P10889,P0A749
P10890,P23975
P10891,P17252
P10892,P23219
P10893,Q53707
P10894,P0A7V3
P10895,P21817
P10896,P41250
P10897,P49588
P10898,P48169
P10899,Q04759
P10900,P18825
P10901,P47989
P10902,Q99928
P10903,P09250
P10904,Q07343
P10905,Q9RC23
P10906,P35367
P10907,P10636
P10908,Q9NZV8
P10909,Q9Y2Z4
P10910,P18505
P10911,Q8NBN7
P10912,Q99928
P10913,P00740
P10914,Q7ZJM1
P10915,Q13224
P10916,Q693P7
P10917,P32929
P10918,P04083
P10919,P38484
P10920,P31645
P10921,P08631
P10922,A2QLK4
P10923,P00914
P10924,P0A7V8
P10925,P23743
P10926,Q8TC12
P10927,P07098
P10928,P22303
P10929,P07355
P10930,P02919
P10931,P12821
P10932,P50406
P10933,P42336
P10934,P23219
P10935,P11473
P10936,Q9UJT0
P10937,P10768
P10938,P18507
P10939,Q12797
P10940,P35368
P10941,P28472
P10942,P08697
P10943,Q9BXJ7
P10944,P42345
P10945,Q16445
P10946,Q9GZT4
P10947,Q7CRA4
P10948,O95838
P10949,Q96NR8
P10950,P35520
P10951,P00505
P10952,P07327
P10953,O15374
P10954,P27816
P10955,P35462
P10956,O15528
P10957,P34903
P10958,P00533
P10959,P26440
P10960,Q9GZZ6
P10961,Q9H252
P10962,P13726
P10963,Q99928
P10964,Q9UBN7
P10965,Q27738
P10966,P23381
P10967,Q8N1C3
P10968,P47895
P10969,P23280
P10970,P55011
P10971,P08913
P10972,P19838
P10973,P28472
P10974,O95363
P10975,O15269
P10976,Q13370
P10977,P00374
P10978,O15399
P10979,P04293
P10980,P12319
P10981,P35368
P10982,O43451
P10983,O95477
P10984,P41231
P10985,P98194
P10986,Q6NS38
P10987,P21728
P10988,P30711
P10989,P37231
P10990,P20645
P10991,Q9UK17
P10992,P22413
P10993,Q15822
P10994,P51649
P10995,Q14524
P10996,Q72874
P10997,P18507
P10998,O76083
P10999,P18507
P11000,P62942
P11001,P35462
P11002,Q03405
P11003,P30556
P11004,P01375
P11005,P18505
P11006,P51649
P11007,P08908
P11008,Q6NUM9
P11009,P47870
P11010,P04234
P11011,Q92947
P11012,P35367
P11013,P24046
P11014,Q99928
P11015,P04049
P11016,P28222
P11017,Q14534
P11018,P28335
P11019,P72524
P11020,P20309
P11021,P30542
P11022,P08588
P11023,Q92731
P11024,O00591
P11025,P30825
P11026,Q9NXA8
P11027,P69905
P11028,Q13936
P11029,Q07343
P11030,P27797
P11031,Q96A70
P11032,P49721
P11033,O60603
P11034,Q9Y5Y9
P11035,P10620
P11036,P48169
P11037,Q96Q40
P11038,Q16445
P11039,Q9UP95
P11040,P14416
P11041,P27824
P11042,P14416
P11043,Q96RQ9
P11044,Q07699
P11045,P32297
P11046,P05412
P11047,Q5SHN7
P11048,Q14957
P11049,Q9NVH6
P11050,P18825
P11051,Q08828
P11052,P07098
P11053,O15217
P11054,P48169
P11055,P08253
P11056,O14649
P11057,P41252
P11058,P14867
P11059,Q8TDS4
P11060,P11388
P11061,Q70Z44
P11062,P11229
P11063,Q9H598
P11064,P47870
P11065,P30542
P11066,P28472
P11067,P02787
P11068,P18507
P11069,P35228
P11070,P00918
P11071,Q16322
P11072,P08192
P11073,P27797
P11074,P23975
P11075,Q6TME4
P11076,O00591
P11077,P02585
P11078,Q13224
P11079,P02708
P11080,P20309
P11081,P35237
P11082,P08913
P11083,P02649
P11084,P36544
P11085,P11021
P11086,P0AD65
P11087,P28065
P11088,P27338
P11089,P51512
P11090,P00953
P11091,Q8NER1
P11092,P31645
P11093,O00459
P11094,P34896
P11095,P23434
P11096,P04424
P11097,P72161
P11098,P35367
P11099,P10636
P11100,P11926
P11101,P04049
P11102,P35348
P11103,P08235
P11104,P18089
P11105,P21802
P11106,Q16322
P11107,Q8N1C3
P11108,Q9ULZ9
P11109,P10276
P11110,P12319
P11111,P10275
P11112,O95644
P11113,P08908
P11114,O75015
P11115,Q16445
P11116,P09917
P11117,P31644
P11118,P41439
P11119,Q12791
P11120,P04156
P11121,P28223
P11122,Q96RI1
P11123,O43526
P11124,Q9H228
P11125,P08588
P11126,P06126
P11127,P28223
P11128,P31749
P11129,P18505
P11130,Q9Y4W6
P11131,P78334
P11132,Q9UGI9
P11133,P00742
P11134,P48169
P11135,Q9H4B7
P11136,P09546
P11137,P49286
P11138,Q9H228
P11139,P20309
P11140,Q9UQQ2
P11141,P35348
P11142,P78352
P11143,P43166
P11144,P22001
P11145,P20309
P11146,Q9Y4U1
P11147,P35348
P11148,Q9UGJ0
P11149,P34896
P11150,O75746
P11151,P30043
P11152,P38606
P11153,Q05586
P11154,Q16647
P11155,P18507
P11156,P52333
P11157,P00734
P11158,P23945
P11159,P47869
P11160,Q9QNF7
P11161,P35368
P11162,P29120
P11163,Q07343
P11164,Q8IZS8
P11165,P06401
P11166,P07477
P11167,P08183
P11168,Q01959
P11169,P05093
P11170,Q13564
P11171,Q99928
P11172,Q9BTZ2
P11173,P35348
P11174,P04040
P11175,P48167
P11176,P48637
P11177,P35498
P11178,P01137
P11179,P34995
P11180,Q9Y233
P11181,P18507
P11182,Q07001
P11183,P08908
P11184,P06478
P11185,Q8N1C3
P11186,Q08493
P11187,P14867
P11188,Q02750
P11189,P48169
P11190,P30542
P11191,P08908
P11192,P09455
P11193,P13945
P11194,Q99062
P11195,Q05586
P11196,P24232
P11197,P13631
P11198,P54368
P11199,P0AC13
P11200,P07098
P11201,P34903
P11202,Q9BY66
P11203,P11388
P11204,Q05513
P11205,P23141
P11206,P14920
P11207,Q02127
P11208,P36507
P11209,P40238
P11210,Q9ULC6
P11211,P24046
P11212,P98066
P11213,P78334
P11214,A8MPY1
P11215,P20333
P11216,Q9NSA0
P11217,Q05655
P11218,P35498
P11219,P11137
P11220,P08913
P11221,P08546
P11222,P00918
P11223,Q86VB7
